# ----------------------------------------
# Основной
# Статистика по пользователям
# 20170501-20170618
# ----------------------------------------

Идентификатор клиента,Сеансы,Сред. длительность сеанса,Показатель отказов,Доход,Транзакции,Коэффициент конверсии цели
1027872417.1494999577,1,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
1028369078.1493755226,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1029729527.1497565312,1,00:00:11,"0,00 %","0,00 ₽",0,"0,00 %"
1029806922.1496240266,1,00:00:13,"0,00 %","0,00 ₽",0,"100,00 %"
1030212609.1495217164,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1030744935.1495374347,1,00:00:02,"0,00 %","0,00 ₽",0,"100,00 %"
1033396409.1497561567,1,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
1033931366.1497281795,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1035357668.1495006972,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1035977752.1495678428,1,00:03:18,"0,00 %","0,00 ₽",0,"0,00 %"
103699105.1497120299,1,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
1037619612.1496514734,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
103846905.1494475410,1,00:01:44,"0,00 %","0,00 ₽",0,"100,00 %"
1038817028.1494159123,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1039383043.1493325234,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1043110488.1495471503,1,00:00:07,"0,00 %","0,00 ₽",0,"0,00 %"
104517126.1495263537,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1046123420.1494519550,1,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
1046257478.1496073698,1,00:01:42,"0,00 %","0,00 ₽",0,"0,00 %"
1047488376.1497527774,1,00:00:11,"0,00 %","0,00 ₽",0,"0,00 %"
1049280333.1497718780,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
104930654.1493758398,1,00:03:13,"0,00 %","0,00 ₽",0,"0,00 %"
1049334456.1496346724,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1050662416.1493797249,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1052175423.1497089376,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1052475873.1495702064,1,00:01:40,"0,00 %","0,00 ₽",0,"0,00 %"
1052852157.1497199404,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1055904531.1494626924,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1056353995.1495185669,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1056550724.1496242668,1,00:00:22,"0,00 %","0,00 ₽",0,"0,00 %"
1057697984.1495008225,1,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
1062576535.1496394755,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1063230405.1497608903,1,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
1063580229.1496740097,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1063613884.1494432131,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1065535568.1494908758,1,00:01:09,"0,00 %","0,00 ₽",0,"0,00 %"
1065625957.1497757995,1,00:00:25,"0,00 %","0,00 ₽",0,"100,00 %"
1066305670.1497200645,1,00:00:13,"0,00 %","0,00 ₽",0,"0,00 %"
1068589697.1496329662,1,00:07:35,"0,00 %","0,00 ₽",0,"0,00 %"
1068929787.1495294420,1,00:00:12,"0,00 %","0,00 ₽",0,"0,00 %"
1073240156.1494661820,1,00:09:28,"0,00 %","0,00 ₽",0,"0,00 %"
1075674738.1496485416,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1076854494.1485374136,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1077330091.1496304786,1,00:00:41,"0,00 %","0,00 ₽",0,"0,00 %"
1085545422.1495704297,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1086351893.1495882548,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1086726420.1494862378,1,00:01:00,"0,00 %","0,00 ₽",0,"0,00 %"
108955796.1494689519,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1090443081.1495035790,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1092936278.1494681602,1,00:00:23,"0,00 %","0,00 ₽",0,"0,00 %"
1093214735.1495007141,1,00:05:48,"0,00 %","0,00 ₽",0,"0,00 %"
1093249385.1495376621,1,00:01:38,"0,00 %","0,00 ₽",0,"100,00 %"
1099655035.1493812793,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1100125712.1497194828,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1100580099.1495759139,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
110092918.1495383460,1,00:06:38,"0,00 %","0,00 ₽",0,"100,00 %"
1101693027.1495442975,1,00:02:11,"0,00 %","0,00 ₽",0,"0,00 %"
1102162979.1495653148,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1102216169.1495107810,1,00:00:23,"0,00 %","0,00 ₽",0,"0,00 %"
1102425486.1480225869,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1103369546.1497468747,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1104338238.1495018790,1,00:00:02,"0,00 %","0,00 ₽",0,"0,00 %"
1105417397.1493618184,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
110683104.1494115553,1,00:16:20,"0,00 %","0,00 ₽",0,"0,00 %"
1107897942.1496066270,1,00:00:14,"0,00 %","0,00 ₽",0,"100,00 %"
1107971771.1495379833,1,00:13:55,"0,00 %","0,00 ₽",0,"0,00 %"
1108109932.1493833474,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1108457067.1494748779,1,00:24:01,"0,00 %","0,00 ₽",0,"0,00 %"
1108860239.1496760323,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1109408646.1495458175,1,00:08:15,"0,00 %","0,00 ₽",0,"0,00 %"
1109951049.1494968542,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1110415777.1495959854,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1110519182.1494989447,1,00:00:12,"0,00 %","0,00 ₽",0,"0,00 %"
1112221456.1495027983,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1112423294.1495032482,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
111487611.1495882301,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
111591881.1495100171,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1116850843.1496952547,1,00:01:42,"0,00 %","0,00 ₽",0,"0,00 %"
1117221889.1496318213,1,00:00:12,"0,00 %","0,00 ₽",0,"0,00 %"
111722675.1496119730,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1117950991.1496485076,1,00:01:04,"0,00 %","0,00 ₽",0,"100,00 %"
1120285567.1495643412,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
112059091.1493734229,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1120782811.1495645013,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1122680411.1495279336,1,00:03:36,"0,00 %","0,00 ₽",0,"0,00 %"
1122854503.1494656445,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1123625282.1496647369,1,00:00:16,"0,00 %","0,00 ₽",0,"0,00 %"
1124602379.1496377095,1,00:01:48,"0,00 %","0,00 ₽",0,"0,00 %"
1125780867.1494539405,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
