# ----------------------------------------
# Основной
# Статистика по пользователям
# 20170501-20170618
# ----------------------------------------

Идентификатор клиента,Сеансы,Сред. длительность сеанса,Показатель отказов,Доход,Транзакции,Коэффициент конверсии цели
1742050649.1494857710,1,00:00:23,"0,00 %","0,00 ₽",0,"0,00 %"
175363023.1495222957,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
176677082.1491461273,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1769547186.1495972448,1,00:03:04,"0,00 %","0,00 ₽",0,"0,00 %"
1775448604.1496581850,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1787681932.1497371101,1,00:00:10,"0,00 %","0,00 ₽",0,"0,00 %"
1791083789.1494406412,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1794751058.1496394829,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
179961508.1495447578,1,00:00:07,"0,00 %","0,00 ₽",0,"0,00 %"
1801131588.1495906245,1,00:00:04,"0,00 %","0,00 ₽",0,"0,00 %"
180688576.1496349894,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1816732821.1494842660,1,00:00:52,"0,00 %","0,00 ₽",0,"0,00 %"
1817931602.1495106622,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
183928675.1495173231,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1839898843.1497789677,1,00:00:11,"0,00 %","0,00 ₽",0,"0,00 %"
1843466596.1496788040,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1846358799.1495995477,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1847642895.1497002524,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1850108360.1493992588,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1850123040.1496827034,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1852189386.1497472545,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1852385891.1497806735,1,00:03:53,"0,00 %","0,00 ₽",0,"0,00 %"
1852716351.1497020086,1,00:00:41,"0,00 %","0,00 ₽",0,"0,00 %"
1856399562.1494423188,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1862548425.1494924811,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
186288310.1495949919,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1864423118.1497351683,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1871509291.1494864268,1,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
1876422706.1494427931,1,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
1880638797.1494509049,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1891197184.1495483998,1,00:00:45,"0,00 %","0,00 ₽",0,"0,00 %"
1896773992.1496046638,1,00:00:10,"0,00 %","0,00 ₽",0,"0,00 %"
1904241943.1496221240,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1913621852.1495080260,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
1914795325.1493978885,1,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
