# ----------------------------------------
# Основной
# Статистика по пользователям
# 20170501-20170618
# ----------------------------------------

Идентификатор клиента,Сеансы,Сред. длительность сеанса,Показатель отказов,Доход,Транзакции,Коэффициент конверсии цели
669918778.1494497710,2,00:02:29,"0,00 %","0,00 ₽",0,"50,00 %"
684605795.1494421349,2,00:03:43,"0,00 %","0,00 ₽",0,"0,00 %"
713261459.1494513820,2,00:01:47,"0,00 %","0,00 ₽",0,"0,00 %"
734928271.1482100219,2,00:00:00,"50,00 %","0,00 ₽",0,"0,00 %"
736899044.1494585118,2,00:08:35,"0,00 %","0,00 ₽",0,"50,00 %"
74008911.1495821699,2,00:00:07,"0,00 %","0,00 ₽",0,"0,00 %"
743385906.1493666864,2,00:00:09,"0,00 %","0,00 ₽",0,"0,00 %"
761059354.1493996486,2,00:00:08,"50,00 %","0,00 ₽",0,"0,00 %"
766573077.1497024799,2,00:02:53,"0,00 %","0,00 ₽",0,"0,00 %"
77633034.1497279938,2,00:01:26,"0,00 %","0,00 ₽",0,"0,00 %"
794949888.1494579039,2,00:00:57,"50,00 %","0,00 ₽",0,"0,00 %"
796208122.1494429748,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
817351965.1494442544,2,00:09:17,"0,00 %","0,00 ₽",0,"0,00 %"
82826657.1495466419,2,00:13:46,"0,00 %","0,00 ₽",0,"50,00 %"
83533960.1494934506,2,00:00:49,"0,00 %","0,00 ₽",0,"0,00 %"
849749065.1497380528,2,00:11:10,"0,00 %","0,00 ₽",0,"0,00 %"
88172257.1495092203,2,00:12:27,"0,00 %","0,00 ₽",0,"50,00 %"
912884605.1494761689,2,00:02:05,"0,00 %","0,00 ₽",0,"0,00 %"
916441148.1494945552,2,00:00:14,"0,00 %","0,00 ₽",0,"0,00 %"
925646104.1495088841,2,00:01:57,"0,00 %","0,00 ₽",0,"0,00 %"
933899992.1496997443,2,00:00:00,"100,00 %","0,00 ₽",0,"0,00 %"
952525779.1494860641,2,00:01:06,"50,00 %","0,00 ₽",0,"0,00 %"
953141201.1496576302,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
95890952.1497630161,2,00:10:46,"0,00 %","0,00 ₽",0,"50,00 %"
965745102.1495465342,2,00:25:17,"0,00 %","0,00 ₽",0,"0,00 %"
986535084.1496127094,2,00:01:14,"50,00 %","0,00 ₽",0,"0,00 %"
995095220.1497478755,2,00:00:15,"0,00 %","0,00 ₽",0,"0,00 %"
